250.687546	2.065233	0.336403	
252.278320	2.066127	0.337460	
253.869110	2.066931	0.338522	
255.459930	2.067647	0.339591	
257.050751	2.068231	0.340680	
258.641602	2.068676	0.341796	
260.232483	2.068965	0.342953	
261.823364	2.069088	0.344164	
263.414276	2.069018	0.345451	
265.005188	2.068726	0.346842	
266.596130	2.068193	0.348372	
268.187103	2.067405	0.350080	
269.778076	2.066336	0.352018	
271.369080	2.064966	0.354248	
272.960083	2.063280	0.356842	
274.551117	2.061281	0.359882	
276.142151	2.059034	0.363448	
277.733215	2.056505	0.367649	
279.324310	2.053767	0.372586	
280.915405	2.050922	0.378357	
282.506500	2.048011	0.385077	
284.097626	2.045231	0.392825	
285.688782	2.042670	0.401696	
287.279907	2.040539	0.411741	
288.871063	2.039058	0.422985	
290.462250	2.038387	0.435441	
292.053436	2.038808	0.449048	
293.644653	2.040579	0.463708	
295.235870	2.043871	0.479299	
296.827087	2.048907	0.495631	
298.418335	2.055868	0.512472	
300.009583	2.064906	0.529548	
301.600861	2.076134	0.546549	
303.192139	2.089572	0.563163	
304.783417	2.105195	0.579072	
306.374725	2.122926	0.593960	
307.966034	2.142639	0.607525	
309.557373	2.164179	0.619473	
311.148682	2.187319	0.629569	
312.740051	2.211800	0.637626	
314.331360	2.237343	0.643498	
315.922760	2.263661	0.647088	
317.514099	2.290460	0.648345	
319.105499	2.317504	0.647155	
320.696869	2.344477	0.643584	
322.288269	2.371083	0.637761	
323.879669	2.397107	0.629717	
325.471069	2.422338	0.619483	
327.062500	2.446523	0.607380	
328.653900	2.469528	0.593387	
330.245331	2.491173	0.577777	
331.836792	2.511344	0.560729	
333.428223	2.529935	0.542353	
335.019684	2.546876	0.522953	
336.611145	2.562104	0.502602	
338.202576	2.575604	0.481572	
339.794037	2.587361	0.460036	
341.385529	2.597374	0.438079	
342.976990	2.605711	0.416044	
344.568481	2.612353	0.393868	
346.159973	2.617403	0.371837	
347.751434	2.620947	0.350117	
349.342957	2.622996	0.328677	
350.934418	2.623672	0.307705	
352.525940	2.623094	0.287337	
354.117401	2.621350	0.267635	
355.708923	2.618475	0.248573	
357.300415	2.614611	0.230270	
358.891907	2.609874	0.212789	
360.483429	2.604360	0.196156	
362.074921	2.598161	0.180386	
363.666443	2.591367	0.165486	
365.257965	2.584061	0.151455	
366.849457	2.576298	0.138264	
368.440979	2.568193	0.125934	
370.032471	2.559820	0.114445	
371.623962	2.551247	0.103773	
373.215485	2.542542	0.093892	
374.806976	2.533758	0.084771	
376.398499	2.524941	0.076375	
377.989990	2.516141	0.068671	
379.581482	2.507401	0.061621	
381.173004	2.498746	0.055183	
382.764465	2.490191	0.049314	
384.355988	2.481785	0.043986	
385.947449	2.473556	0.039163	
387.538971	2.465516	0.034808	
389.130432	2.457689	0.030886	
390.721924	2.450085	0.027362	
392.313416	2.442711	0.024201	
393.904846	2.435507	0.021360	
395.496338	2.428545	0.018825	
397.087799	2.421831	0.016570	
398.679260	2.415362	0.014566	
400.270691	2.409085	0.012781	
401.862122	2.403017	0.011198	
403.453583	2.397190	0.009801	
405.045013	2.391597	0.008570	
406.636414	2.386147	0.007478	
408.227844	2.380921	0.006519	
409.819275	2.375920	0.005680	
411.410706	2.371041	0.004938	
413.002045	2.366367	0.004291	
414.593445	2.361879	0.003726	
416.184814	2.357508	0.003229	
417.776215	2.353330	0.002798	
419.367584	2.349272	0.002421	
420.958923	2.345361	0.002093	
422.550232	2.341595	0.001808	
424.141602	2.337926	0.001560	
425.732910	2.334417	0.001346	
427.324219	2.330972	0.001159	
428.915527	2.327689	0.000999	
430.506836	2.324450	0.000859	
432.098083	2.321364	0.000739	
433.689362	2.318316	0.000635	
435.280609	2.315404	0.000545	
436.871887	2.312532	0.000468	
438.463135	2.309774	0.000401	
440.054352	2.307066	0.000344	
441.645569	2.304444	0.000295	
443.236725	2.301892	0.000252	
444.827942	2.299389	0.000216	
446.419098	2.296977	0.000185	
448.010254	2.294584	0.000158	
449.601379	2.292272	0.000135	
451.192535	2.290018	0.000115	
452.783600	2.287792	0.000098	
454.374695	2.285639	0.000084	
455.965759	2.283524	0.000072	
457.556824	2.281444	0.000061	
459.147888	2.279424	0.000052	
460.738922	2.277440	0.000044	
462.329987	2.275480	0.000038	
463.920959	2.273575	0.000032	
465.511963	2.271714	0.000028	
467.102875	2.269860	0.000023	
468.693848	2.268052	0.000020	
470.284760	2.266287	0.000017	
471.875671	2.264549	0.000014	
473.466614	2.262825	0.000012	
475.057465	2.261141	0.000010	
476.648346	2.259491	0.000009	
478.239166	2.257873	0.000008	
479.829987	2.256257	0.000007	
481.420746	2.254672	0.000006	
483.011566	2.253119	0.000005	
484.602295	2.251593	0.000004	
486.193054	2.250095	0.000003	
487.783752	2.248600	0.000003	
489.374451	2.247128	0.000002	
490.965149	2.245682	0.000002	
492.555756	2.244260	0.000002	
494.146393	2.242857	0.000001	
495.737000	2.241476	0.000001	
497.327576	2.240111	0.000001	
498.918152	2.238753	0.000001	
500.508698	2.237412	0.000001	
502.099213	2.236092	0.000001	
503.689697	2.234791	0.000001	
505.280182	2.233505	0.000000	
506.870605	2.232236	0.000000	
508.461029	2.230981	0.000000	
510.051422	2.229740	0.000000	
511.641785	2.228514	0.000000	
513.232117	2.227302	0.000000	
514.822449	2.226104	0.000000	
516.412720	2.224916	0.000000	
518.003052	2.223737	0.000000	
519.593262	2.222571	0.000000	
521.183472	2.221417	0.000000	
522.773682	2.220274	0.000000	
524.363831	2.219144	0.000000	
525.953979	2.218024	0.000000	
527.544067	2.216917	0.000000	
529.134155	2.215820	0.000000	
530.724182	2.214732	0.000000	
532.314209	2.213655	0.000000	
533.904175	2.212588	0.000000	
535.494141	2.211531	0.000000	
537.084106	2.210484	0.000000	
538.673950	2.209444	0.000000	
540.263855	2.208409	0.000000	
541.853699	2.207384	0.000000	
543.443481	2.206366	-0.000000	
545.033325	2.205356	0.000000	
546.623047	2.204355	0.000000	
548.212769	2.203362	0.000000	
