Variable Angle Spectroscopic Ellipsometric (VASE) Data
Wavelength (nm)	Psi (65.00, 70.00, 75.00°)	Delta (65.00, 70.00, 75.00°)									Model	
557.750366	21.637512	135.176483	21.965744	135.041092	12.073606	163.794342	12.145373	162.810089	9.777023	264.627960	9.345577	264.048981	
559.339905	21.046707	138.839279	21.400396	138.785065	11.811052	172.089645	11.831577	171.359955	11.350933	268.833282	11.009569	268.314270	
560.929321	20.624979	142.836853	20.875584	142.698593	11.638429	180.483322	11.695669	180.145096	12.954016	-88.430656	12.634974	-88.193810	
562.518738	20.065506	146.897110	20.394630	146.774994	11.830042	189.062912	11.741702	188.929108	14.508482	-85.518661	14.212388	-85.215225	
564.108154	19.716038	151.070023	19.960976	151.005295	12.044239	196.843307	11.963595	197.475037	15.928805	-83.095497	15.736642	-82.602196	
565.697571	19.321743	155.274628	19.578142	155.376862	12.431374	205.437332	12.346357	205.585083	17.261616	-80.625839	17.204992	-80.265747	
567.286865	19.063536	159.807724	19.249565	159.872406	12.913688	212.534592	12.868775	213.125229	18.694981	-78.496490	18.616165	-78.149895	
568.875977	18.764420	164.676025	18.978266	164.471161	13.591069	219.479385	13.506930	220.031509	20.078985	-76.638512	19.970449	-76.217438	
570.465332	18.529781	169.596130	18.766661	169.150955	14.427992	225.882614	14.237454	226.298874	21.426538	-74.961876	21.269850	-74.442276	
572.054688	18.510742	174.946289	18.616604	173.885132	15.188478	231.656982	15.038896	231.956848	22.700115	-73.044861	22.516809	-72.806557	
573.643555	18.397884	179.758179	18.529202	178.643509	16.096724	236.726486	15.892542	237.053436	23.874941	-71.610268	23.714188	-71.297882	
575.232788	18.407541	184.474594	18.504620	183.398056	16.950462	241.124557	16.783445	241.647552	25.025261	-70.379082	24.866241	-69.906219	
576.821960	18.480045	189.355072	18.542192	188.116928	17.842922	245.485062	17.698990	245.793945	26.153379	-68.968369	25.976797	-68.625099	
578.411072	18.563755	193.917755	18.640379	192.771484	18.805809	248.939178	18.629635	249.545090	27.181742	-67.953224	27.050617	-67.449150	
580.000000	18.876013	198.616837	18.796888	197.335358	19.738665	252.278931	19.568165	252.947357	28.314226	-66.881142	28.092857	-66.374298	
581.588989	18.986450	203.025391	19.008850	201.785919	20.723179	255.466461	20.509474	256.041077	29.287018	-65.817894	29.109161	-65.397263	
583.177856	19.397589	207.344254	19.272829	206.102463	21.703396	258.161316	21.449715	258.859253	30.353634	-65.072411	30.105110	-64.515846	
584.766907	19.775270	211.434601	19.585115	210.269257	22.617245	260.572266	22.386641	261.430328	31.274914	-64.325790	31.086906	-63.728138	
586.355774	20.136829	215.169388	19.941807	214.273758	23.616249	262.986023	23.319044	263.777649	32.314148	-63.654980	32.061020	-63.032715	
587.944702	20.503580	218.998505	20.339130	218.108597	24.542650	265.216095	24.247068	265.921448	33.238800	-62.904232	33.034752	-62.428120	
589.533508	21.030479	222.637360	20.773382	221.768463	25.372192	266.967590	25.171505	267.877899	34.340733	-62.632832	34.015697	-61.913200	
591.122192	21.557230	226.051483	21.241047	225.250549	26.371698	269.040771	26.093834	269.660370	35.251301	-61.943306	35.011982	-61.486759	
592.710999	22.059164	229.441483	21.739006	228.554779	27.226732	-89.450546	27.016401	-88.719940	36.303558	-61.794033	36.032635	-61.147373	
594.299500	22.612762	232.241669	22.264458	231.682205	28.106894	-88.173676	27.942089	-87.253967	37.332291	-61.477093	37.087402	-60.893265	
595.888306	23.145679	235.207977	22.815285	234.636566	29.119833	-86.739098	28.874859	-85.933685	38.344467	-61.392570	38.187538	-60.721943	
597.476929	23.723402	237.896774	23.389540	237.420563	29.976658	-85.528847	29.818798	-84.753288	39.555870	-61.381893	39.344841	-60.630146	
599.065369	24.357431	240.470871	23.985847	240.038132	30.931536	-84.617073	30.778847	-83.707764	40.758339	-61.038902	40.572643	-60.613201	
600.653870	24.859573	242.706146	24.603399	242.493607	31.886703	-83.937767	31.760744	-82.793022	42.123249	-61.357273	41.885864	-60.664642	
602.242310	25.593878	244.883179	25.241884	244.791382	32.900238	-82.983070	32.771015	-82.005760	43.514816	-61.476498	43.301090	-60.775505	
603.830933	26.133968	246.983856	25.901640	246.936020	33.995705	-82.509521	33.817223	-81.343315	45.043190	-61.650883	44.836880	-60.933441	
605.419067	26.912943	249.118896	26.583105	248.930496	35.088474	-81.650299	34.907204	-80.803925	46.807671	-61.831635	46.512527	-61.121235	
607.007629	27.581709	250.687225	27.287842	250.779236	36.241241	-81.564972	36.050777	-80.385796	48.628090	-62.081234	48.350208	-61.315224	
608.595825	28.400045	252.261444	28.017303	252.484528	37.491436	-81.191246	37.257877	-80.087891	50.743877	-62.304996	50.371452	-61.482224	
610.184265	29.141695	254.033600	28.774071	254.049561	38.685352	-81.183739	38.540638	-79.909149	53.062485	-62.352402	52.599277	-61.575699	
611.772278	29.925276	255.212677	29.560854	255.476059	40.141014	-80.865608	39.911861	-79.848839	55.504303	-62.450798	55.053772	-61.529026	
613.360718	30.823954	256.228821	30.381620	256.766388	41.663700	-81.144066	41.387001	-79.906235	58.322098	-62.006050	57.752567	-61.244415	
614.948853	31.658976	257.744598	31.240080	257.920898	43.024086	-81.239143	42.981525	-80.080666	61.198235	-61.299149	60.701462	-60.574192	
616.536926	32.589066	258.553406	32.141197	258.940308	44.930389	-81.716721	44.713562	-80.371452	64.504745	-59.950562	63.892117	-59.285885	
618.124878	33.493340	259.209778	33.090557	259.824585	46.763233	-82.026428	46.602631	-80.778000	67.803024	-56.987881	67.288475	-56.996197	
619.712769	34.478046	260.047058	34.094620	260.573029	48.842857	-82.489891	48.669876	-81.299889	71.313957	-52.941208	70.807632	-53.039257	
621.300659	35.470871	260.863953	35.160976	261.184357	51.008835	-83.353783	50.938042	-81.937363	74.847755	-45.640556	74.281342	-46.214756	
622.888611	36.589005	261.145752	36.297749	261.656250	53.630306	-84.086372	53.429447	-82.691277	77.930336	-32.701309	77.372452	-34.457073	
624.476563	37.867096	261.265808	37.514030	261.985382	56.391571	-85.058907	56.165485	-83.564316	79.721848	-12.173539	79.451462	-15.439713	
626.064331	39.191311	261.209381	38.820011	262.167297	59.295307	-85.965874	59.165123	-84.562721	79.612350	12.630575	79.725876	8.755304	
627.652344	40.605988	261.600677	40.227406	262.196045	62.636799	-87.250298	62.443493	-85.700203	77.757828	31.748930	78.083351	29.525341	
629.240112	42.217499	260.912659	41.748272	262.063629	66.222595	-88.631248	66.006027	-87.003937	74.805702	43.920406	75.266937	42.873833	
630.827820	43.887268	260.700653	43.396221	261.759460	70.013741	-89.934845	69.847809	-88.532242	71.474350	51.252430	71.980522	50.698086	
632.415283	45.714951	260.100922	45.185101	261.269409	74.117607	267.839569	73.947098	269.582581	67.982048	55.479462	68.610481	55.266865	
634.002869	47.455517	259.573334	47.129982	260.574066	78.559967	264.141022	78.264320	266.986877	64.885574	57.799198	65.344139	57.955471	
635.590393	49.668461	258.492249	49.245014	259.646942	82.906593	258.523376	82.731018	262.414978	61.629959	59.226959	62.270985	59.523155	
637.177979	52.011292	257.182129	51.543701	258.450745	87.325554	240.094772	87.179703	246.422485	58.934650	59.987194	59.428173	60.400894	
638.765320	54.609745	255.582001	54.036358	256.932495	87.337151	120.031441	87.661240	118.479538	56.392460	60.356335	56.825302	60.844509	
640.352966	57.342743	253.381958	56.729908	255.013657	82.934753	99.237495	83.305328	97.931091	53.977589	60.565105	54.454884	61.013535	
641.940247	60.110432	251.103943	59.621059	252.577911	78.590500	93.272247	78.927994	92.931091	51.971973	60.468872	52.302959	61.010963	
643.527710	63.190903	247.271515	62.695465	249.442963	74.467964	90.784142	74.727783	90.235405	50.062435	60.109589	50.349766	60.905663	
645.114990	66.458893	243.195480	65.915894	245.319565	70.375092	88.545670	70.765793	88.329117	48.296272	60.087955	48.575413	60.744637	
646.702026	69.665024	236.737030	69.210876	239.731171	66.972992	87.010948	67.073441	86.808640	46.637043	60.149651	46.959854	60.560516	
648.289429	73.035591	229.208710	72.451897	231.879150	63.487850	85.344574	63.661926	85.523315	45.283432	59.599979	45.483356	60.376030	
649.876465	75.743523	216.706833	75.404068	220.503784	60.368267	84.150406	60.532101	84.406906	43.899658	59.558399	44.129078	60.207245	
651.463379	77.754822	198.601959	77.665817	204.092819	57.501087	82.868202	57.672974	83.425774	42.683949	59.419029	42.880836	60.065296	
653.050598	78.510139	175.862976	78.679474	182.706726	54.615532	82.071960	55.066853	82.561363	41.433380	59.336143	41.723843	59.957802	
654.637573	77.461372	153.677673	78.086098	160.642761	52.367836	81.190254	52.694668	81.803398	40.375519	59.205284	40.645775	59.889977	
656.224243	75.910042	140.329071	76.142776	142.966904	50.474403	80.661484	50.535267	81.145096	39.504837	59.265732	39.635502	59.865055	
657.811340	73.379829	130.120789	73.418060	130.567978	48.928501	80.248940	48.566429	80.581604	38.685459	59.214611	38.682735	59.884991	
659.398071	70.118149	120.422272	70.358093	122.048798	46.816422	79.631470	46.768463	80.109619	37.634933	59.240314	37.779167	59.950703	
660.984680	66.558235	114.519699	67.220886	116.033401	45.141720	79.403580	45.121674	79.726151	36.723423	59.372200	36.916893	60.062443	
662.571533	63.472660	109.768784	64.145699	111.627174	43.625126	79.016281	43.608036	79.428497	35.926392	59.577026	36.088921	60.219925	
664.158203	60.624672	107.300018	61.207413	108.293190	42.149433	78.786400	42.212002	79.214340	35.196770	59.862953	35.289501	60.422440	
665.744629	57.935211	104.673752	58.442825	105.704742	40.828575	78.658516	40.919228	79.081314	34.340973	60.151855	34.513348	60.669010	
667.331482	55.176212	102.699997	55.865799	103.656952	39.566372	78.560471	39.716419	79.027115	33.643372	60.452522	33.755451	60.958611	
668.917969	52.895836	100.987740	53.479527	102.019028	38.523277	78.778809	38.592842	79.049591	32.905788	60.796913	33.012028	61.289860	
670.504395	50.733433	99.972107	51.277245	100.702026	37.433132	78.640289	37.538029	79.146599	32.163540	61.148861	32.279076	61.661530	
672.090698	48.867535	98.736420	49.248718	99.645111	36.440903	78.891327	36.543095	79.316147	31.426859	61.570423	31.553265	62.072308	
673.677246	46.926952	98.039116	47.381248	98.804810	35.465801	79.174522	35.600101	79.556274	30.691790	61.845669	30.831514	62.520821	
675.263184	45.352184	97.369431	45.662502	98.149971	34.604969	79.469391	34.702694	79.865036	29.926258	62.372219	30.111595	63.005444	
676.849609	43.569878	96.759567	44.077755	97.656395	33.767544	79.913795	33.844109	80.240944	29.256292	62.835526	29.390568	63.525131	
678.435669	42.305553	96.435753	42.614857	97.306267	32.803112	80.305771	33.019394	80.682335	28.476337	63.462185	28.666618	64.078316	
680.021790	40.855221	96.214989	41.261276	97.085327	32.072929	80.733376	32.223614	81.187920	27.715357	64.254761	27.937641	64.663795	
681.608154	39.696476	96.437737	40.005539	96.982246	31.278942	81.524139	31.452444	81.756653	27.008095	64.567345	27.201740	65.280388	
683.194092	38.507256	96.178528	38.837994	96.987946	30.445650	81.886978	30.702579	82.387299	26.202686	65.401909	26.457724	65.926575	
684.779846	37.512901	96.799057	37.749077	97.094765	29.745377	82.785477	29.970613	83.079124	25.416985	65.855141	25.704060	66.601166	
686.365723	36.460960	96.734138	36.730240	97.296440	29.073820	83.425133	29.253571	83.831757	24.635538	66.762146	24.939396	67.303139	
687.951782	35.427670	96.778999	35.773994	97.587631	28.301105	84.331207	28.548923	84.644867	23.917757	67.249062	24.162630	68.031288	
689.537476	34.554790	97.566383	34.873947	97.963669	27.667593	85.094841	27.854704	85.518143	23.047079	68.123543	23.373089	68.784256	
691.123169	33.783569	97.723778	34.023956	98.420677	26.954910	86.270218	27.168858	86.451927	22.232975	68.965057	22.569839	69.561073	
692.708801	32.852051	98.316010	33.218739	98.955200	26.274836	87.142723	26.489725	87.446640	21.421854	69.660538	21.752241	70.360573	
694.294739	32.204708	99.018394	32.453484	99.564430	25.610575	88.267326	25.815786	88.503311	20.572039	70.411942	20.919659	71.181915	
695.880188	31.408289	99.636787	31.724369	100.245453	24.800089	89.430412	25.146126	89.622475	19.700897	71.369530	20.072105	72.023582	
697.465759	30.709448	100.340446	31.027443	100.996307	24.267969	90.486488	24.479500	90.806046	18.891701	72.162109	19.209040	72.884956	
699.051147	30.090277	101.384201	30.359623	101.814857	23.532455	91.807220	23.815250	92.055588	17.986629	73.147789	18.330574	73.764862	
700.636597	29.349102	102.184486	29.717968	102.699478	22.923187	93.040276	23.152678	93.373459	17.076180	73.866554	17.436670	74.662407	
702.221741	28.775518	103.225121	29.100187	103.648445	22.246891	94.831177	22.491577	94.761978	16.161375	74.957245	16.527834	75.576538	
703.807251	28.181589	104.200363	28.503706	104.661079	21.601528	96.003395	21.831270	96.225151	15.208524	75.601990	15.603843	76.506866	
705.392334	27.573668	105.171417	27.926933	105.735863	20.930193	97.663795	21.172022	97.766129	14.303056	76.636192	14.665640	77.452362	
706.977661	27.048569	106.544029	27.367929	106.872490	20.297611	99.369614	20.513596	99.390114	13.341960	77.585640	13.713368	78.412926	
708.562500	26.465050	107.634773	26.825581	108.069588	19.578825	100.930962	19.856636	101.101280	12.307067	78.439575	12.748323	79.387589	
710.147583	25.974516	108.885246	26.298470	109.327141	18.929815	102.969933	19.201366	102.906326	11.342937	79.425682	11.770997	80.376862	
711.732788	25.363581	110.230560	25.785543	110.644791	18.272581	104.690071	18.548401	104.812073	10.335893	80.397179	10.782342	81.380936	
713.317627	24.937296	111.921608	25.286110	112.021927	17.639606	107.185280	17.898800	106.825844	9.300050	81.225693	9.783738	82.400696	
714.902588	24.446003	113.222321	24.799341	113.458809	17.000221	108.934532	17.253469	108.957115	8.315524	82.463043	8.776107	83.438583	
716.487183	24.039423	114.957130	24.324802	114.955009	16.301554	111.607010	16.613878	111.215324	7.297541	83.476631	7.760995	84.497932	
718.072144	23.450563	116.565392	23.861895	116.511337	15.685658	113.883904	15.981335	113.612999	6.279313	83.632240	6.739307	85.586502	
719.656616	22.984346	118.164902	23.410557	118.127129	15.054467	116.780151	15.358005	116.161522	5.212036	85.099594	5.713002	86.716194	
721.241333	22.558001	119.993294	22.970381	119.803467	14.471481	119.463928	14.745718	118.876335	4.125308	85.422546	4.683015	87.912575	
722.825989	22.132994	121.801338	22.541456	121.540199	13.835274	122.464722	14.147184	121.772156	3.104265	87.146339	3.651194	89.230194	
724.410339	21.715664	123.475227	22.123831	123.337395	13.344725	125.711548	13.565299	124.865067	2.150314	88.005333	2.619273	90.809929	
725.994873	21.415113	125.263901	21.717606	125.195625	12.746819	128.532150	13.003288	128.172821	1.177558	86.913048	1.589074	93.163200	
727.579102	20.997913	127.263641	21.323111	127.114601	12.218241	132.588760	12.465009	131.711792	0.157895	72.869804	0.565983	100.493927	
729.163452	20.475908	129.136520	20.940514	129.095032	11.681720	136.236404	11.954419	135.499527	0.892413	-80.318649	0.476699	259.902893	
730.747742	20.273468	131.377289	20.570271	131.136841	11.235660	140.268417	11.476194	139.550247	1.838243	-87.503464	1.488700	268.854309	
732.332031	19.937870	133.630386	20.212807	133.239914	10.880337	144.718735	11.035274	143.874329	2.811228	-85.529037	2.499159	-88.678574	
733.915894	19.546244	135.786316	19.868702	135.403519	10.483815	149.478897	10.637007	148.474915	3.888160	-84.869415	3.501734	-87.091454	
735.499939	19.225761	138.011261	19.538406	137.628098	10.173899	153.848618	10.286669	153.349228	4.786845	-85.176613	4.495059	-85.798447	
737.083923	18.925064	139.929962	19.222553	139.912476	9.922986	159.080231	9.989619	158.480164	5.747838	-83.957794	5.477619	-84.642967	
738.667725	18.636473	142.359894	18.921827	142.255432	9.657008	164.394806	9.750845	163.837479	6.686657	-83.098022	6.448183	-83.566544	
740.251648	18.337978	144.746521	18.636845	144.656067	9.596627	169.902252	9.574530	169.377975	7.657573	-81.937958	7.405913	-82.542091	
741.835815	18.073055	147.319550	18.368237	147.112778	9.428849	175.605209	9.463768	175.044296	8.587009	-80.975204	8.349958	-81.555298	
743.419067	17.780525	149.633362	18.116896	149.621704	9.386602	181.471558	9.420375	180.764572	9.553592	-79.927216	9.278890	-80.599449	
745.002930	17.624102	152.679199	17.883268	152.182327	9.503309	187.179169	9.444423	186.470551	10.465436	-79.745415	10.192816	-79.669083	
746.586304	17.400496	155.378784	17.668127	154.789948	9.529918	192.961441	9.534378	192.086823	11.405964	-78.293304	11.090603	-78.761818	
748.170166	17.206429	158.015808	17.472027	157.442245	9.730360	198.460175	9.687344	197.551178	12.258408	-77.718811	11.972234	-77.875763	
749.753479	17.049294	161.082504	17.295641	160.133469	10.054252	203.483673	9.898976	202.807053	13.122911	-77.202873	12.836804	-77.010239	
751.336670	16.922598	163.770859	17.139416	162.859741	10.272006	208.308258	10.164209	207.816940	13.988157	-76.271706	13.684313	-76.164261	
752.920166	16.734869	166.610046	17.003819	165.616501	10.591542	213.265732	10.477576	212.556885	14.784019	-75.092903	14.514765	-75.337502	
754.503479	16.672390	169.211792	16.889235	168.397415	10.929070	217.747345	10.833222	217.013779	15.616057	-74.199760	15.327833	-74.529839	
756.086487	16.605186	172.370483	16.795942	171.196381	11.442529	221.295319	11.225484	221.186356	16.392612	-73.732796	16.123487	-73.741203	
757.669739	16.595873	175.035629	16.724148	174.008011	11.776464	225.463150	11.649195	225.082626	17.185926	-73.059189	16.902061	-72.971535	
759.252625	16.506674	177.994049	16.673920	176.824936	12.256983	229.100662	12.099271	228.713806	17.914301	-72.238861	17.663460	-72.220970	
760.835571	16.637844	180.691315	16.645226	179.641418	12.687648	232.098206	12.571415	232.096664	18.617317	-71.462685	18.408142	-71.489388	
762.418640	16.518822	183.520126	16.637987	182.450928	13.143754	235.215912	13.061746	235.248428	19.353106	-70.856667	19.136440	-70.776985	
764.001282	16.646181	186.230759	16.651936	185.246033	13.784648	237.831985	13.566601	238.185974	20.029154	-70.241203	19.848459	-70.084007	
765.584290	16.622774	189.190231	16.686760	188.021683	14.194862	240.859009	14.083210	240.928085	20.751490	-69.393486	20.544943	-69.410294	
767.166748	16.795897	191.710175	16.742044	190.770020	14.795092	243.122971	14.608662	243.489471	21.476654	-68.684692	21.225920	-68.756485	
768.749634	16.802511	194.618225	16.817263	193.487198	15.298088	245.846512	15.141047	245.887512	22.118916	-68.349327	21.892363	-68.122131	
770.332275	16.929459	197.340134	16.911819	196.167053	15.845763	247.824936	15.678297	248.135498	22.820040	-67.571152	22.544613	-67.507591	
771.914734	16.994087	199.988464	17.025082	198.804703	16.381962	249.950241	16.218815	250.246185	23.403980	-67.134583	23.183273	-66.913055	
773.497009	17.160086	202.345810	17.156300	201.396011	16.945984	251.705276	16.761248	252.231400	24.072760	-66.412323	23.809008	-66.338501	
775.079468	17.397007	205.158096	17.304768	203.937927	17.443163	253.906250	17.304615	254.102036	24.672304	-65.783546	24.422653	-65.783867	
776.661560	17.518475	207.627869	17.469696	206.426498	18.068380	255.303452	17.847870	255.866730	25.269495	-65.458328	25.024759	-65.249489	
778.243774	17.705229	209.866760	17.650284	208.859650	18.625809	257.171051	18.390360	257.534271	25.879435	-64.943497	25.616188	-64.735214	
779.826172	17.976263	212.202194	17.845715	211.235123	19.137022	258.863953	18.931461	259.111969	26.471214	-64.604202	26.197672	-64.241135	
781.408081	18.115814	214.579773	18.055111	213.550079	19.707689	260.337006	19.470472	260.605499	27.035069	-64.093727	26.769726	-63.767601	
782.989929	18.382828	217.064728	18.277712	215.804245	20.255701	261.570984	20.007238	262.021423	27.660198	-63.336842	27.333382	-63.314400	
784.571777	18.662743	219.094406	18.512741	217.996948	20.788475	262.777374	20.541557	263.365051	28.170895	-63.135658	27.889507	-62.881523	
786.154053	18.855204	221.221542	18.759567	220.128342	21.341671	264.218994	21.073494	264.641235	28.754757	-62.780636	28.439159	-62.468952	
787.735718	19.205204	223.178452	19.017269	222.196899	21.848003	265.435974	21.602617	265.853333	29.293690	-62.278141	28.982836	-62.076927	
789.317261	19.437361	225.098984	19.285208	224.203430	22.338436	266.299561	22.129105	267.005432	29.793150	-62.155670	29.521606	-61.705276	
790.899048	19.788702	226.874084	19.562815	226.148590	22.871403	267.702332	22.653160	268.100922	30.385878	-61.711918	30.056496	-61.354004	
792.480591	20.032610	228.778793	19.849371	228.032333	23.393883	268.443451	23.174767	269.142365	30.862236	-61.370850	30.588287	-61.023174	
794.061951	20.294010	230.447662	20.144335	229.855820	23.884195	269.419586	23.694235	-89.867317	31.286369	-61.088722	31.118067	-60.712620	
795.643433	20.716303	232.241852	20.447300	231.620331	24.378269	-89.698273	24.212002	-88.925652	31.826660	-60.898125	31.646999	-60.422268	
797.224609	21.047855	233.747498	20.757715	233.326309	24.912273	-88.700470	24.728258	-88.030800	32.376179	-60.542233	32.175991	-60.152122	
798.805908	21.338213	235.475540	21.075224	234.975449	25.478657	-87.556618	25.243542	-87.180511	32.977291	-60.200474	32.706299	-59.901917	
800.386780	21.673950	236.884323	21.399363	236.568176	25.973143	-86.971588	25.758112	-86.373451	33.483074	-60.089947	33.238857	-59.671642	
801.968140	21.935299	238.533218	21.730024	238.106567	26.425404	-86.126747	26.272787	-85.607651	34.052067	-59.716717	33.775181	-59.461018	
803.549072	22.297829	239.866623	22.066713	239.590958	26.982393	-85.667397	26.787781	-84.882111	34.568417	-59.612015	34.316174	-59.269882	
805.130005	22.543119	241.401169	22.409328	241.023026	27.435734	-84.894913	27.303867	-84.195335	35.142990	-59.402054	34.863304	-59.097919	
806.710815	23.039600	242.668243	22.757711	242.403778	27.978655	-83.983704	27.821671	-83.546303	35.686684	-59.374146	35.417889	-58.944874	
808.291504	23.314232	243.862869	23.111719	243.734467	28.543444	-83.682678	28.341871	-82.933914	36.408039	-59.235996	35.981331	-58.810314	
809.872620	23.711142	245.485992	23.471365	245.016571	29.020771	-82.788612	28.865341	-82.357056	36.822422	-58.786385	36.555248	-58.693729	
811.453003	24.074757	246.599518	23.836374	246.250183	29.621706	-82.420670	29.392475	-81.815376	37.356617	-58.938114	37.140736	-58.594715	
813.033752	24.553291	247.448593	24.206991	247.437134	30.026781	-81.970222	29.924444	-81.307716	38.069519	-58.825336	37.739765	-58.512562	
814.614136	24.749498	248.831360	24.583155	248.578217	30.612980	-81.592102	30.461987	-80.833443	38.636379	-58.759548	38.353867	-58.446499	
816.194336	25.229980	249.887344	24.965023	249.674454	31.151989	-81.022491	31.006090	-80.391907	39.280697	-58.701321	38.984852	-58.395699	
817.774719	25.700697	250.638733	25.352875	250.726990	31.823355	-80.630692	31.557922	-79.982422	39.916225	-58.916107	39.634754	-58.359158	
819.354797	26.060041	251.603668	25.746761	251.736481	32.217712	-80.554649	32.118355	-79.604477	40.637409	-58.797184	40.305317	-58.335640	
820.934875	26.431017	252.763290	26.146992	252.703888	32.985493	-79.965691	32.688606	-79.257484	41.355331	-58.835663	40.998669	-58.323753	
822.515137	26.902269	253.684814	26.553921	253.630005	33.452618	-79.793877	33.269924	-78.940979	41.997726	-58.788845	41.717007	-58.321941	
824.094910	27.228897	254.732681	26.967699	254.515228	34.039005	-79.757202	33.863319	-78.654572	42.903172	-58.841866	42.462246	-58.328285	
825.675293	27.742567	255.055145	27.388990	255.360870	34.633240	-79.138901	34.470551	-78.397560	43.534733	-58.985634	43.237232	-58.340561	
827.255066	28.093870	256.124603	27.817921	256.166870	35.377800	-79.037987	35.092567	-78.169739	44.400520	-59.123840	44.043747	-58.356262	
828.834839	28.543083	256.962158	28.255123	256.934082	35.932259	-78.772408	35.731071	-77.970581	45.282146	-58.966400	44.884525	-58.372444	
830.414673	29.101631	257.379333	28.701117	257.663147	36.708069	-78.714897	36.387669	-77.799561	46.196056	-58.773006	45.762135	-58.385563	
831.994263	29.493660	258.352325	29.156424	258.354462	37.308056	-78.642113	37.063938	-77.656250	46.982841	-59.137115	46.679020	-58.391579	
833.573608	29.974724	259.106812	29.621668	259.008362	38.005005	-77.943718	37.761604	-77.540215	47.889278	-59.105072	47.637695	-58.385818	
835.152954	30.490076	259.483398	30.097551	259.625305	38.630726	-78.516945	38.482582	-77.450912	49.130253	-59.132050	48.640793	-58.362686	
836.732056	30.838486	259.831390	30.584784	260.205750	39.641556	-78.338524	39.228806	-77.387749	50.069298	-58.587467	49.690777	-58.315578	
838.311340	31.383707	260.476135	31.084293	260.750000	40.319435	-78.437752	40.002533	-77.350220	51.216980	-58.702637	50.790283	-58.236843	
839.890442	32.031967	260.719788	31.596813	261.258179	41.007771	-78.205872	40.805740	-77.337730	52.332436	-58.536922	51.941200	-58.117367	
841.469849	32.487251	261.239380	32.123390	261.730713	41.772709	-78.236397	41.640949	-77.349548	53.553253	-58.492622	53.145771	-57.946075	
843.048828	32.942360	262.143188	32.664757	262.167542	42.726543	-78.392548	42.510166	-77.384895	54.855408	-57.948238	54.404892	-57.709972	
844.627930	33.387955	262.493042	33.222099	262.568817	43.707310	-78.517822	43.416080	-77.443039	56.116104	-57.757465	55.719753	-57.393360	
846.206726	34.170139	262.550568	33.796371	262.934540	44.489437	-78.422729	44.361050	-77.523003	57.629402	-57.257721	57.090168	-56.977215	
847.785522	34.641861	262.623474	34.388866	263.264893	45.495327	-79.053650	45.347961	-77.623703	58.995392	-56.891964	58.515621	-56.438049	
849.363953	35.396271	262.980103	35.000668	263.559723	46.373959	-78.823578	46.379292	-77.743996	60.420959	-55.657772	59.993633	-55.747478	
850.942383	36.033607	263.477661	35.633228	263.818909	47.691544	-78.757263	47.458057	-77.882637	62.042927	-55.121746	61.520798	-54.870052	
852.521362	36.563400	263.019257	36.288193	264.042480	48.709682	-78.585449	48.587578	-78.038139	63.553448	-53.765293	63.092014	-53.760910	
854.099792	37.195065	263.639221	36.966564	264.229980	50.030754	-79.086723	49.769947	-78.208633	65.001442	-51.870590	64.697815	-52.365211	
855.677551	37.921066	263.612671	37.669830	264.381165	51.262760	-79.226318	51.007874	-78.392220	66.955521	-50.042805	66.326355	-50.613674	
857.256470	38.653690	263.833008	38.400455	264.495697	52.654781	-79.445427	52.305645	-78.586868	68.539268	-48.056641	67.963577	-48.416138	
858.833984	39.605083	263.799927	39.158974	264.572998	53.922005	-80.095711	53.663883	-78.789490	70.080124	-45.229614	69.585365	-45.666241	
860.412598	40.435810	264.021210	39.948338	264.612579	55.451561	-79.481415	55.087200	-78.997223	71.456429	-40.744080	71.165611	-42.225769	
861.990417	41.148190	263.719910	40.769466	264.613556	56.879292	-79.847176	56.576141	-79.206177	72.953682	-35.627991	72.664925	-37.943115	
863.568054	41.897636	263.815430	41.624569	264.575134	58.314411	-81.020927	58.133152	-79.411842	74.331070	-30.445778	74.035797	-32.653748	
865.146118	42.804478	263.655426	42.516010	264.496216	59.947784	-80.846527	59.760445	-79.608582	75.262627	-23.893398	75.219246	-26.220095	
866.723755	43.792404	263.766632	43.445415	264.375549	61.631390	-80.995163	61.458214	-79.789291	76.220795	-16.378178	76.146408	-18.609394	
868.301758	44.750427	263.336639	44.415321	264.211548	63.689770	-80.894890	63.227558	-79.945206	76.690910	-6.738877	76.749435	-9.975275	
869.878784	45.806026	262.953522	45.427017	264.002441	65.556358	-81.056656	65.066521	-80.064369	76.866547	2.233934	76.975571	-0.735147	
871.456665	46.888824	262.666107	46.483829	263.745941	67.156685	-80.724243	66.975929	-80.130882	76.490013	10.761051	76.806023	8.518968	
873.034058	48.132732	262.337006	47.587151	263.439484	68.901871	-82.044823	68.952034	-80.122620	76.027122	19.601044	76.262932	17.175486	
874.611145	49.180202	261.884949	48.739025	263.079803	71.374008	-81.201195	70.991203	-80.007874	74.920555	26.956541	75.401627	24.820614	
876.188293	50.420662	261.391174	49.941837	262.662994	73.455879	-80.795448	73.089149	-79.738121	73.552299	32.781445	74.291786	31.295998	
877.765503	51.622128	261.593475	51.197510	262.184357	75.472054	-80.153206	75.239372	-79.235771	72.357216	37.893589	73.002182	36.634335	
879.342163	53.065735	260.236755	52.507183	261.638306	77.752380	-78.963890	77.432289	-78.369125	70.798012	41.960224	71.592751	40.967007	
